index,query,answer,category
30.0,"{'pid': '71', 'question': 'What is the perimeter of the rectangle?', 'image': 'images/71.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=187x292 at 0x7CB155F0BDC0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '18', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'elementary school', 'img_height': 292, 'img_width': 187, 'language': 'english', 'skills': ['geometry reasoning', 'arithmetic reasoning'], 'source': 'IconQA', 'split': 'testmini', 'task': 'math word problem'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the perimeter of the rectangle?'}",The answer: 18.,The task: GPS.
31.0,"{'pid': '72', 'question': 'A real estate agent drove around the neighborhood and counted the number of houses on each block. How many blocks have exactly 36 houses? (Unit: blocks)', 'image': 'images/72.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=197x136 at 0x7CB155F0BDC0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '1', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'table', 'grade': 'elementary school', 'img_height': 136, 'img_width': 197, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'TabMWP', 'split': 'testmini', 'task': 'math word problem'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: A real estate agent drove around the neighborhood and counted the number of houses on each block. How many blocks have exactly 36 houses? (Unit: blocks)'}",The answer: 1.,"The task : FQA.
1"
32.0,"{'pid': '73', 'question': 'Complete the matrix.', 'image': 'images/73.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=387x654 at 0x7CB155F0A110>, 'choices': ['A', 'B', 'C', 'D', 'E', 'F'], 'unit': None, 'precision': None, 'answer': 'D', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'puzzle test', 'grade': 'elementary school', 'img_height': 654, 'img_width': 387, 'language': 'english', 'skills': ['logical reasoning'], 'source': 'IQTest', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Complete the matrix.\nChoices:\n(A) A\n(B) B\n(C) C\n(D) D\n(E) E\n(F) F'}",The answer: E.,The task : FQA.
33.0,"{'pid': '78', 'question': 'Find the missing value.', 'image': 'images/78.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=1062x394 at 0x7CB155F0BE50>, 'choices': None, 'unit': None, 'precision': None, 'answer': '8', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'puzzle test', 'grade': 'elementary school', 'img_height': 394, 'img_width': 1062, 'language': 'english', 'skills': ['logical reasoning', 'arithmetic reasoning'], 'source': 'IQTest', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: Find the missing value.'}",The answer: 42.,The task : FQA.
34.0,"{'pid': '79', 'question': 'As shown in the figure, points A, B, C, and D are on circle O, and point E is on the extended line of AD. If ∠ABC = 60.0, then the degree of ∠CDE is ()', 'image': 'images/79.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=L size=123x104 at 0x7CB155F09840>, 'choices': ['30°', '45°', '60°', '70°'], 'unit': None, 'precision': None, 'answer': '60°', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 104, 'img_width': 123, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'UniGeo', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: As shown in the figure, points A, B, C, and D are on circle O, and point E is on the extended line of AD. If ∠ABC = 60.0, then the degree of ∠CDE is ()\nChoices:\n(A) 30°\n(B) 45°\n(C) 60°\n(D) 70°'}",The answer: 30°. (A),The task : GPS.
35.0,"{'pid': '81', 'question': 'What is the value of r at theta=3*pi/2?', 'image': 'images/81.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=616x460 at 0x7CB155F0A200>, 'choices': None, 'unit': None, 'precision': None, 'answer': '-1', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'function plot', 'grade': 'college', 'img_height': 460, 'img_width': 616, 'language': 'english', 'skills': ['algebraic reasoning'], 'source': 'FunctionQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the value of r at theta=3*pi/2?'}",The answer: 0.,The task : FQA.
36.0,"{'pid': '82', 'question': 'A square is inscribed in a circle of area 18$\\pi$ square units. Find the length of a side of the square.', 'image': 'images/82.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=200x202 at 0x7CB155F09840>, 'choices': ['3', '3 \\sqrt 2', '6', '6 \\sqrt 2'], 'unit': None, 'precision': None, 'answer': '6', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 202, 'img_width': 200, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'Geometry3K', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: A square is inscribed in a circle of area 18$\\pi$ square units. Find the length of a side of the square.\nChoices:\n(A) 3\n(B) 3 \\sqrt 2\n(C) 6\n(D) 6 \\sqrt 2'}",The answer: 6. (C),The task: GPS.
37.0,"{'pid': '84', 'question': 'ABCD is a square. Inscribed Circle center is O. Find the the angle of ∠AMK. Return the numeric value.', 'image': 'images/84.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=1194x1220 at 0x7CB155F0BE50>, 'choices': None, 'unit': None, 'precision': 1.0, 'answer': '130.9', 'question_type': 'free_form', 'answer_type': 'float', 'metadata': {'category': 'math-targeted-vqa', 'context': 'scientific figure', 'grade': 'college', 'img_height': 1220, 'img_width': 1194, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'TheoremQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.\nQuestion: ABCD is a square. Inscribed Circle center is O. Find the the angle of ∠AMK. Return the numeric value.'}",The answer: 45.0.,The task: GPS.
38.0,"{'pid': '86', 'question': 'Which model has the highest Acc score when Pretrain Loss is equal to 1.80?', 'image': 'images/86.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=1734x1046 at 0x7CB155F0BE50>, 'choices': ['ICL', 'SFT', 'SFT 1/8', 'RFT k=100', 'RFT k=25', 'RET k=6', 'RFT U13B'], 'unit': None, 'precision': None, 'answer': 'RFT U13B', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'line plot', 'grade': 'college', 'img_height': 1046, 'img_width': 1734, 'language': 'english', 'skills': ['scientific reasoning', 'statistical reasoning'], 'source': 'PaperQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Which model has the highest Acc score when Pretrain Loss is equal to 1.80?\nChoices:\n(A) ICL\n(B) SFT\n(C) SFT 1/8\n(D) RFT k=100\n(E) RFT k=25\n(F) RET k=6\n(G) RFT U13B'}",The answer: 50. E.,"The task : FQA.
C"
39.0,"{'pid': '87', 'question': ""Look at the table. Then answer the question. At a price of $790, is there a shortage or a surplus?'"", 'image': 'images/87.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=353x187 at 0x7CB155F0BE50>, 'choices': ['shortage', 'surplus'], 'unit': None, 'precision': None, 'answer': 'surplus', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'table', 'grade': 'elementary school', 'img_height': 187, 'img_width': 353, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'TabMWP', 'split': 'testmini', 'task': 'math word problem'}, 'query': ""Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Look at the table. Then answer the question. At a price of $790, is there a shortage or a surplus?'\nChoices:\n(A) shortage\n(B) surplus""}",The answer: B.,The task : FQA.
40.0,"{'pid': '88', 'question': 'A square is tangent to a line at point P in the figure above. What is the value of x?', 'image': 'images/88.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=442x277 at 0x7CB155F0BE50>, 'choices': None, 'unit': None, 'precision': None, 'answer': '30', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 277, 'img_width': 442, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'GEOS', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: A square is tangent to a line at point P in the figure above. What is the value of x?'}",The answer: 45.,"The task : GPS.
45"
41.0,"{'pid': '90', 'question': 'Subtract all yellow matte blocks. Subtract all tiny brown cylinders. How many objects are left?', 'image': 'images/90.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=320x240 at 0x7CB155F0BE50>, 'choices': None, 'unit': None, 'precision': None, 'answer': '5', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'synthetic scene', 'grade': 'elementary school', 'img_height': 240, 'img_width': 320, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'CLEVR-Math', 'split': 'testmini', 'task': 'math word problem'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: Subtract all yellow matte blocks. Subtract all tiny brown cylinders. How many objects are left?'}",The answer: 5.,The task : FQA.
42.0,"{'pid': '95', 'question': 'As shown in the figure, the straight lines AB and CD intersect at point O, OD bisects ∠AOE, ∠BOC = 50.0, then ∠EOB = ()', 'image': 'images/95.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=L size=162x118 at 0x7CB155F0A200>, 'choices': ['50°', '60°', '70°', '80°'], 'unit': None, 'precision': None, 'answer': '80°', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 118, 'img_width': 162, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'UniGeo', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: As shown in the figure, the straight lines AB and CD intersect at point O, OD bisects ∠AOE, ∠BOC = 50.0, then ∠EOB = ()\nChoices:\n(A) 50°\n(B) 60°\n(C) 70°\n(D) 80°'}",The answer: 70°. (C),The task : GPS.
43.0,"{'pid': '98', 'question': 'Find the value of the square in the figure.', 'image': 'images/98.jpg', 'decoded_image': <PIL.WebPImagePlugin.WebPImageFile image mode=RGB size=900x506 at 0x7CB155F5D030>, 'choices': None, 'unit': None, 'precision': None, 'answer': '2', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'puzzle test', 'grade': 'elementary school', 'img_height': 506, 'img_width': 900, 'language': 'english', 'skills': ['logical reasoning', 'algebraic reasoning'], 'source': 'IQTest', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: Find the value of the square in the figure.'}",The answer: 4.,"The task : FQA.
4"
44.0,"{'pid': '102', 'question': 'The shape is made of unit squares. What is the area of the shape?', 'image': 'images/102.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=106x156 at 0x7CB155F5CF10>, 'choices': None, 'unit': None, 'precision': None, 'answer': '6', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'abstract scene', 'grade': 'elementary school', 'img_height': 156, 'img_width': 106, 'language': 'english', 'skills': ['geometry reasoning', 'arithmetic reasoning'], 'source': 'IconQA', 'split': 'testmini', 'task': 'math word problem'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: The shape is made of unit squares. What is the area of the shape?'}",The answer: 6.,"The task: GPS.
6"
45.0,"{'pid': '103', 'question': 'Subtract all small purple matte blocks. Subtract all blocks. How many objects are left?', 'image': 'images/103.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=320x240 at 0x7CB155F5D330>, 'choices': None, 'unit': None, 'precision': None, 'answer': '2', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'synthetic scene', 'grade': 'elementary school', 'img_height': 240, 'img_width': 320, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'CLEVR-Math', 'split': 'testmini', 'task': 'math word problem'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: Subtract all small purple matte blocks. Subtract all blocks. How many objects are left?'}",The answer: 0.,"The task : FQA.
0"
46.0,"{'pid': '107', 'question': 'What time is shown? Answer by typing a time word, not a number. It is (_) past six.', 'image': 'images/107.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=203x204 at 0x7CB155F5D330>, 'choices': ['half', 'quarter', ""o'clock"", 'quarter to', 'quarter past'], 'unit': None, 'precision': None, 'answer': 'quarter', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'abstract scene', 'grade': 'elementary school', 'img_height': 204, 'img_width': 203, 'language': 'english', 'skills': ['numeric commonsense'], 'source': 'IconQA', 'split': 'testmini', 'task': 'math word problem'}, 'query': ""Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: What time is shown? Answer by typing a time word, not a number. It is (_) past six.\nChoices:\n(A) half\n(B) quarter\n(C) o'clock\n(D) quarter to\n(E) quarter past""}",The answer: half. A.,"The task : FQA.
(E) quarter past"
